1,"Mayo Clinic, Rochester, MN, United States"
2,"University College London, London, United Kingdom"
3,"University of Southern California, Los Angeles, CA, United States"
4,"University of California, San Francisco, San Francisco, CA, United States"
5,"Massachusetts General Hospital, Harvard Medical School, Charlestown, MA, United States"
6,"Massachusetts General Hospital, Harvard Medical School, Boston, MA, United States"
7,"University of Warwick, Coventry, United Kingdom"
8,"Penn State University, State College, PA, United States"
9,"Broad Institute of MIT and Harvard, Cambridge, MA, United States"
10,"Massachusetts Institute of Technology, Cambridge, MA, United States"
11,"University of California, San Diego, San Diego, CA, United States"
12,"VA San Diego Healthcare System, San Diego, CA, United States"
13,"University of Gothenburg, Gothenburg, Sweden"
14,"University of California, Berkeley, Berkeley, CA, United States"
15,"University of Pennsylvania, Philadelphia, PA, United States"
16,"Nanjing Medical University, Nanjing, Jiangsu, China"
17,"Qingdao University, Qingdao, Shandong, China"
18,"Qingdao Municipal Hospital, Qingdao, China"
19,"Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, China"
20,"King's College London, London, United Kingdom"
21,"NIHR Biomedical Research, London, United Kingdom"
22,"Stockholm University, Stockholm, Sweden"
23,"University of Perugia, Perugia, Italy"
24,"University of Toulouse III, Toulouse, France"
25,"Medical University of Lodz, Lodz, Poland"
26,"University of Eastern Finland, Kuopio, Finland"
27,"University of Oxford, Oxford, United Kingdom"
28,"Korea University, Seoul, South Korea"
29,"University of Michigan, Ann Arbor, MI, United States"
30,"University of California, Los Angeles, Los Angeles, CA, United States"
31,"University of California, Irvine, Irvine, CA, United States"
32,"Oakland University, Rochester Hills, MI, United States"
33,"Monash University, Melbourne, VIC, Australia"
34,"Cruces University Hospital, Barakaldo, Spain"
35,"Arizona State University, Tempe, AZ, United States"
36,"Mayo Clinic, Scottsdale, AZ, United States"
37,"University of Arizona, Phoenix, AZ, United States"
38,"Barrow Neurological Institute, Phoenix, AZ, United States"
39,"New York University, New York, NY, United States"
40,"University of Colorado, Aurora, CO, United States"
41,"VU University, Amsterdam, Netherlands"
42,"University of Bonn, Bonn, Germany"
43,"Washington University, St Louis, MO, United States"
44,"German Center for Neurodegenerative Diseases, Bonn, Germany"
45,"Friedrich-Alexander University of Erlangen, Nuremberg, Germany"
46,"Department of Psychiatry, Charite, Berlin, Germany"
47,"Maastricht University, Maastricht, Netherlands"
48,"Erasmus MC University, Rotterdam, Netherlands"
49,"Vanderbilt University, Nashville, TN, United States"
50,"Boston University, Boston, MA, United States"
51,"Indiana University, Indianapolis, IN, United States"
52,"Rose-Hulman Institute of Technology, Terre Haute, IN, United States"
53,"Arizona Alzheimer's Consortium, Phoenix, AZ, United States"
54,"Eli Lilly and Company, Indianapolis, IN, United States"
55,"University of Arizona, Tucson, AZ, United States"
56,"University of Queensland, Brisbane, QLD, Australia"
57,"Queensland Institute of Medical Research, Brisbane, QLD, Australia"
58,"VTT Technical Research Centre of Finland, Tampere, Finland"
59,"Aristotle University of Thessaloniki, Thessaloniki, Greece"
60,"National Institute of Health Research, London, United Kingdom"
61,"Uppsala University, Uppsala, Sweden"
62,"Brigham and Women's Hospital, Harvard Medical School, Boston, MA, United States"
63,"University of Toulouse, Toulouse, France"
64,"AstraZeneca R and D, Stockholm, Sweden"
65,"Dartmouth College, Hanover, NH, United States"
66,"Dartmouth college, Lebanon, NH, United States"
67,"Air Beijing Dongjiao Lane Community Health, Beijing, China"
68,"Huawei Noah's Ark Lab, Hong Kong, China"
69,"Stroke Center, Goyang-shi, South Korea"
70,"Inje University, Goyang-shi, South Korea"
71,"Ilsan Hospital, Goyang-shi, South Korea"
72,"Kyung Hee University, Seoul, South Korea"
73,"Soonchunhyang University, Bucheon-shi, South Korea"
74,"University of Texas at Arlington, Arlington, TX, United States"
75,"University of Minnesota, Minneapolis, MN, United States"
76,"Douglas Mental Health University Institute, Montreal, QC, Canada"
77,"University of Liege, Liege, Belgium"
78,"GlaxoSmithKline, Stevenage, United Kingdom"
79,"University of Amsterdam, Amsterdam, Netherlands"
80,"University of Washington, Seattle, WA, United States"
81,"Brown University, Providence, RI, United States"
82,"Rhode Island Hospital, Providence, RI, United States"
83,"Miriam Hospital, Providence, RI, United States"
84,"Harvard University, Boston, MA, United States"
85,"Brigham Young University, Provo, UT, United States"
86,"Pfizer Inc, Groton, CT, United States"
87,"Universidad Andres Bello, Santiago, Chile"
88,"University of Concepcion, Concepcion, Chile"
89,"University of Melbourne, Melbourne, VIC, Australia"
90,"Seoul National University, Seoul, South Korea"
91,"Children's Hospital of Philadelphia, Philadelphia, PA, United States"
92,"Mayo Clinic, Jacksonville, FL, United States"
93,"VA Boston Healthcare System, Boston, MA, United States"
94,"VA Medical Center, Hines, IL, United States"
95,"Loyola University Chicago, Maywood, IL, United States"
96,"Neurotez Inc, Bridgewater, NJ, United States"
97,"University of Kentucky, Lexington, KY, United States"
98,"University of Texas at San Antonio, San Antonio, TX, United States"
99,"Stanford University, Stanford, CA, United States"
100,"Children's Hospital Los Angeles, Los Angeles, CA, United States"
101,"Feinstein Institute for Medical Research, Manhasset, NY, United States"
102,"Hermanas Hospitalarias, Barcelona, Spain"
103,"Hofstra University, Hempstead, NY, United States"
104,"VA Greater Los Angeles Healthcare System, Los Angeles, CA, United States"
105,"Bristol-Myers Squibb, Wallingford, CT, United States"
106,"Bucher and Christian Consulting Inc, Indianapolis, IN, United States"
107,"Duke University, Durham, NC, United States"
108,"Northwestern University, Chicago, IL, United States"
109,"University of California, Davis, Sacramento, CA, United States"
110,"US Army Medical Research and Materiel Command, Fort Detrick, MD, United States"
111,"Utah State University, Logan, UT, United States"
112,"McGill University, Montreal, QC, Canada"
113,"Johns Hopkins University, Baltimore, MD, United States"
114,"University of North Carolina at Chapel Hill, Chapel Hill, NC, United States"
115,"Max Planck Institute, Berlin, Germany"
116,"Bristol-Myers Squibbs, Pennington, NJ, United States"
117,"Janssen RandD Pharmaceutical, Titusville, NJ, United States"
118,"Janssen RandD LLC, South San Francisco, CA, United States"
119,"University of Milan, Milan, Italy"
120,"Merck Research Laboratories, Pennsylvania, PA, United States"
121,"Commonwealth Scientific and Industrial Research Organisation (CSIRO), Wembley, WA, Australia"
122,"Commonwealth Scientific and Industrial Research Organisation (CSIRO), North Ryde, NSW, Australia"
123,"Edith Cowan University, Joondalup, WA, Australia"
124,"Hollywood Private Hospital, Perth, WA, Australia"
125,"National Ageing Research Institute, Parkville, VIC, Australia"
126,"Commonwealth Scientific and Industrial Research Organisation (CSIRO), Herston, QLD, Australia"
127,"Commonwealth Scientific and Industrial Research Organisation (CSIRO), Urrbrae, SA, Australia"
128,"University of Melbourne, Heidelberg, VIC, Australia"
129,"Commonwealth Scientific and Industrial Research Organisation (CSIRO), QLD, Australia"
130,"Commonwealth Scientific and Industrial Research Organisation (CSIRO), Parkville, VIC, Australia"
131,"National Institute on Aging, Baltimore, MD, United States"
132,"University of New Mexico, Albuquerque, NM, United States"
133,"The Mind Research Network, Albuquerque, NM, United States"
134,"University of Alabama at Birmingham, Birmingham, AL, United States"
135,"Lund University, Lund, Sweden"
136,"Skane University Hospital, Malmo, Sweden"
137,"GE Healthcare, Uppsala, Sweden"
138,"Pierre and Marie Curie University, Paris, France"
139,"Martin Luther University Halle-Wittenberg, Halle, Germany"
140,"University of Pittsburgh, Pittsburgh, PA, United States"
141,"Rush University, Chicago, IL, United States"
142,"University of Texas Medical Center at Houston, Houston, TX, United States"
143,"Hartford Hospital, Hartford, CT, United States"
144,"Biospective Inc, Montreal, QC, Canada"
145,"SRI International, Harrisonburg, VA, United States"
146,"James Madison University, Harrisonburg, VA, United States"
147,"German Center for Neurodegenerative Diseases, Rostock, Germany"
148,"Ludwig-Maximilians University, Munich, Germany"
149,"University of Rostock, Rostock, Germany"
150,"University of Wuerzburg, Wuerzburg, Germany"
151,"Technical University of Munich , Munich, Germany"
152,"University of Patras, Patras, Greece"
153,"Imperial College London, London, United Kingdom"
154,"West London Mental Health Trust, London, United Kingdom"
155,"University of Cologne, Cologne, Germany"
156,"University of Mainz, Mainz, Germany"
157,"University of Navarra, Pamplona, Spain"
158,"CIBERNED, Madrid, Spain"
159,"University of South Florida, Tampa, FL, United States"
160,"Stavanger University Hospital, Stavanger, Norway"
161,"Wellcome Trust Genome Campus, Hinxton, Cambridge, United Kingdom"
162,"Ljubljana University Medical Center, Ljubljana, Slovenia"
163,"University of Bergen, Bergen, Norway"
164,"Haukeland University Hospital, Bergen, Norway"
165,"National Taiwan University, Taipei, Taiwan"
166,"University of Hong Kong, Hong Kong, China"
167,"University of Edinburgh, Edinburgh, United Kingdom"
168,"Queen's University Belfast, Belfast, United Kingdom"
169,"CHU de Toulouse, Toulouse, France"
170,"Cardiff University, Heath Park, Cardiff, United Kingdom"
171,"University of Cambridge, Cambridge, United Kingdom"
172,"University of Leicester, Leicester, United Kingdom"
173,"ARUP Institute for Clinical and Experimental Pathology, Salt Lake City, UT, United States"
174,"Trent University, Peterborough, ON, Canada"
175,"University of British Columbia, Vancouver, BC, Canada"
176,"National University of Singapore, Singapore"
177,"Buddhist Tzu Chi General Hospital, Hualien, Taiwan"
178,"Tzu Chi University, Hualien, Taiwan"
179,"Division of Epidemiology, School of Public Health, United States"
180,"University of Kansas, Kansas City, KS, United States"
181,"Janssen RandD Pharmaceutical, Beerse, Belgium"
182,"National Institute of Health, Bethesda, MD, United States"
183,"University Hospital of Navarra, Pamplona, Spain"
184,"San Sebastian Technology Park, San Sebastian, Spain"
185,"Columbia University, New York, NY, United States"
186,"Xiamen University, Xiamen, Fujian, China"
187,"Mind Research Network, Albuquerque, NM, United States"
188,"University of Utah, Salt Lake City, UT, United States"
189,"Tecnologico de Monterrey, Monterrey, NL, Mexico"
190,"Case Western Reserve University, Cleveland, OH, United States"
191,"University Hospitals Case Medical Center, Beachwood, OH, United States"
192,"AstraZeneca R and D, Wilmington, DE, United States"
193,"Albert Einstein College of Medicine, New York, NY, United States"
194,"Tanar Software, Hunting Valley, OH, United States"
195,"University of Illinois, Chicago, IL, United States"
196,"Claude Bernard University Lyon 1, Lyon, France"
197,"Plymouth University, Plymouth, United Kingdom"
198,"University of Exeter, Exeter, United Kingdom"
199,"Devon Partnership NHS Trust, Ivybridge, United Kingdom"
200,"Cleveland Clinic, Las Vegas, NV, United States"
201,"Janssen RandD Pharmaceutical, Springhouse, PA, United States"
202,"National Research Council Canada, Halifax, NS, Canada"
203,"Dalhousie University, Halifax, NS, Canada"
204,"Tianjin Medical University, Tianjin, China"
205,"QEII Health Sciences Centre, Halifax, NS, Canada"
206,"Drexel University, Philadelphia, PA, United States"
207,"SystaMedic Inc, Groton, CT, United States"
208,"Hebrew SeniorLife, Boston, MA, United States"
209,"University of Miami, Miami, FL, United States"
210,"Johnnie B. Byrd Sr. Alzheimer's Center and Research Institute, Tampa, FL, United States"
211,"Ann Arbor Pharmacometrics Group, Ann Arbor, MI, United States"
212,"VA Puget Sound Health Care System, Seattle, WA, United States"
213,"Masaryk University, Brno, Czech Republic"
214,"Fudan University, Shanghai, China"
215,"Purdue University, West Lafayette, IN, United States"
216,"Pfizer Inc, Pearl River, NY, United States"
217,"Merck Research Laboratories, Whitehouse Station, NJ, United States"
218,"Eisai Medical Research, Woodcliff Lake, NJ, United States"
219,"AJ Simon Enterprises LLC, Yardley, PA, United States"
220,"Pfizer Inc, South San Francisco, CA, United States"
221,"Royal Brisbane and Women's Hospital, Herston, QLD, Australia"
222,"Macquarie University, Sydney, NSW, Australia"
223,"Mental Health Research Institute, Parkville, VIC, Australia"
224,"Proteome Sciences plc, Cobham, Surrey, United Kingdom"
225,"Emory University, Atlanta, GA, United States"
226,"University of Chicago, Chicago, IL, United States"
227,"Yale University, New haven, CT, United States"
228,"University of Newcastle, Callaghan, NSW, Australia"
229,"University of San Diego, San Diego, CA, United States"
230,"University of Vermont, Burlington, VT, United States"
231,"Texas Tech University, Lubbock, TX, United States"
232,"University of Texas Southwestern Medical Center, Dallas, TX, United States"
233,"University of North Texas, Fort Worth, TX, United States"
234,"Baylor College of Medicine, Houston, TX, United States"
235,"Uniformed Services University of the Health Sciences, Rockville, MD, United States"
236,"University of Nice Sophia Antipolis, Nice, France"
237,"VA Palo Alto Health Care System, Palo Alto, CA, United States"
238,"Nice University Hospital, Nice, France"
239,"National Centre for Genotyping, Evry, France"
240,"Scripps Translational Science Institute, San Diego, CA, United States"
241,"Scripps Research Institute, La Jolla, CA, United States"
242,"University Hospital Virgen de la Arrixaca, Murcia, Spain"
243,"AlzheimUr Foundation, Murcia, Spain"
244,"FundacioACE, Barcelona, Spain"
245,"University of Barcelona, Barcelona, Spain"
246,"University Hospital la Paz-Cantoblanco, Madrid, Spain"
247,"Neocodex, Sevilla, Spain"
248,"University of Zaragoza, Zaragoza, Spain"
249,"University Hospital, Schanzenstrasse, Basel, Switzerland"
250,"University of Applied Sciences Koblenz, Remagen, Germany"
251,"Diagene Laboratories Inc, Reinach, Switzerland"
252,"Pfizer Inc, Shanghai, China"
253,"Genizon Biosciences Inc, Montreal, QC, Canada"
254,"Medco Health Solutions, Bethesda, MD, United States"
255,"Pfizer Inc, New London, CT, United States"
256,"Alzheimer's Disease Core Center, Philadelphia, PA, United States"
257,"Department of Radiology, United States"
258,"Community Psychiatry Associates, Sacramento, CA, United States"
259,"Chinese Academy of Sciences, Beijing, China"
260,"Lanzhou University, Lanzhou, China"
261,"University of Pecs, Pecs, Hungary"
262,"Ghent University, Ghent, Belgium"
263,"Fujirebio Europe NV, Gent, Belgium"
264,"University of Antwerp, Antwerp, Belgium"
265,"Lund University, Malmo, Sweden"
266,"VA Medical Center, San Francisco, CA, United States"
267,"Ignite Institute for Individualized Health, Fairfax, VA, United States"
268,"Innogenetics NV, Ghent, Belgium"
269,"Merck Research Laboratories, West Point, PA, United States"
270,"University of Erlangen-Nuremberg, Erlangen, Germany"
271,"University of Oslo, Oslo, Norway"
272,"Consiglio Nazionale delle Ricerche, Segrate, MI, Italy"
273,"Vita-Salute San Raffaele University, Milan, Italy"
274,"University of Western Ontario, London, ON, Canada"
275,"Lawson Health Research Institute, London, ON, Canada"
276,"Cedara Software Corp., Mississauga, ON, Canada"
277,"Robarts Research Institute, London, ON, Canada"
278,"University of Ulsan, Seoul, South Korea"
279,"Ajou University, Suwon, South Korea"
280,"KAIST, Daejeon, South Korea"
281,"Federal University of Pernambuco, Recife, Brazil"
282,"RWHT Aachen University, Aachen, Germany"
283,"University of Melbourne, Parkville, VIC, Australia"
284,"Cooperative Research Center for Mental Health, Parkville, VIC, Australia"
285,"Prevent Alzheimer's Disease 2020 Inc, Rockville, MD, United States"
286,"Siemens, United States"
287,"Cornell University, New York, NY, United States"
288,"Yeshiva University, New York, NY, United States"
289,"AD Drug Discovery Foundation, United States"
290,"Acumen Pharmaceuticals, United States"
291,"National Institute of Mental Health, Bethesda, MD, United States"
292,"University of London, London, United Kingdom"
293,"Banner Alzheimer's Institute, Phoenix, AZ, United States"
294,"Richard Frank Consulting, United States"
295,"Oregon Health and Science University, Portland, OR, United States"
296,"Mount Sinai School of Medicine, New York, NY, United States"
297,"Wien Center, United States"
298,"University of Rochester, Rochester, NY, United States"
299,"University of Kansas, Fairway, KS, United States"
300,"Sunnybrook Health Sciences Center, Toronto, ON, United States"
301,"St. Joseph's, London, ON, Canada"
302,"Premiere Research Institute, West Palm Beach, FL, United States"
303,"Georgetown University, Washington, DC, United States"
304,"Banner Sun Health Research Institute, Banner Health, Sun City, AZ, United States"
305,"Howard University, Washington, DC, United States"
306,"Neurological Care of CNY, Liverpool, NY, United States"
307,"Parkwood Hospital, Canada"
308,"University of Wisconsin, Madison, WI, United States"
309,"Dent Neurologic Institute, Batavia, NY, United States"
310,"Ohio State University, Columbus, OH, United States"
311,"Albany Medical College, Albany, NY, United States"
312,"Wake Forest University, Winston-Salem, NC, United States"
313,"Butler Hospital, Providence, RI, United States"
314,"Medical University South Carolina, Charleston, SC, United States"
315,"St. Joseph's Health Care, Australia"
316,"Nathan Kline Institute, United States"
317,"University of Iowa, Iowa City, IA, United States"
318,"Department of Defence, United States"
319,"Jewish Home of San Francisco, San Francisco, CA, United States"
320,"Flanders Institute for Biotechnology, Leuven, Belgium"
321,"University of Leuven, Leuven, Belgium"
322,"JSW LifeSciences GmbH, Grambach, Austria"
323,"Ministry of Education of Brazil, CAPES Foundation, Brasilia, Brazil"
324,"University of Montreal, Montreal, QC, Canada"
325,"Federal University of Rio Grande do Sul, Porto Alegre, Brazil"
326,"Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, Brazil"
327,"Montreal Neurological Institute, Montreal, QC, Canada"
328,"University of Munich, Munich, Germany"
329,"MNI, New Haven, United States"
330,"Janssen Research and Development, Raritan, NJ, United States"
331,"Janssen Research and Development, Titusville, NJ, United States"
332,"Janssen Research and Development, Fremont, CA, United States"
333,"Cogstate, Melbourne, VIC, Australia"
334,"Commonwealth Scientific and Industrial Research Organisation (CSIRO), Melbourne, VIC, Australia"
335,"IRCCS Centro San Giovanni di Dio Fatebenefratelli, Brescia, Italy"
336,"Mario Negri Institute for Pharmacological Research, Bergamo, Italy"
337,"Alzheimer's Association, Chicago, IL, United States"
338,"Independent Science Writer, Elverson, PA, United States"
339,"University of Toronto, Toronto, ON, Canada"
340,"Centre for Addiction and Mental Health, Toronto, ON, Canada"
341,"Keio University, Tokyo, Japan"
342,"Hofstra University, Manhasset, NY, United States"
343,"Hermanas Hospitalarias, Sant Boi de Llobregat, Spain"
344,"Lieber Institute for Brain Development, Baltimore, MD, United States"
345,"Konkuk University, Seoul, South Korea"
346,"Gachon University, Incheon, South Korea"
347,"Kesser Foundation Research Center, West Orange, NJ, United States"
348,"New Jersey Institute of Technology, Newark, NJ, United States"
349,"William S. Middleton Memorial Veterans Hospital, Madison, WI, United States"
350,"Lawrence Berkeley National Laboratory, Berkeley, CA, United States"
351,"Laval University, Quebec City, QC, Canada"
352,"University of Lausanne, Lausanne, Switzerland"
353,"University of Leipzig, Leipzig, Germany"
354,"Max Planck Institute, Leipzig, Germany"
355,"Humboldt University, Berlin, Germany"
356,"F. Hoffmann-La Roche, Basel, Switzerland"
357,"Max Planck Institute for Human Cognitive and Brain Sciences, Leipzig, Germany"
358,"University of Bari, Bari, Italy"
359,"Inserm U744, Lille, France"
360,"Lille 2 University of Health and Law, Lille, France"
361,"Institut Pasteur de Lille, Lille, France"
362,"University of Zurich, Zurich, Switzerland"
363,"University of Iceland, Reykjavik, Iceland"
364,"Icelandic Heart Association, Kopavogur, Iceland"
365,"Netherlands Consortium for Healthy Aging, Leiden, Netherlands"
366,"Fondation Jean Dausset, CEPH, Paris, France"
367,"Medical University of Graz, Graz, Austria"
368,"Lille Regional University Hospital Centre, Lille, France"
369,"Framingham Heart Study, Framingham, MA, United States"
370,"University Paris Descartes, Paris, France"
371,"Rouen University Hospital, Rouen, France"
372,"Colombia Hospital, Montpellier, France"
373,"Victor Segalen University, Bordeaux, France"
374,"Neurodegenerative Brain Diseases Group, VIB, Antwerp, Belgium"
375,"Translational Genomics Research Institute, Phoenix, AZ, United States"
376,"Trinity College Dublin, Dublin, Ireland"
377,"University of Nottingham, Nottingham, United Kingdom"
378,"Group Health Cooperative, Seattle, WA, United States"
379,"University of Bristol, Bristol, United Kingdom"
380,"Autonomous University of Barcelona, Barcelona, Spain"
381,"CIBERNED, Barcelona, Spain"
382,"Fondazione Santa Lucia, Roma, Italy"
383,"University of Florence, Florence, Italy"
384,"Hospital Universitario Dr. Negrin, Las Palmas de Gran Canaria, Spain"
385,"Reta Lilla Weston Laboratories, London, United Kingdom"
386,"IRCCS Associazione Oasi Maria SS, Troina, Italy"
387,"University of Pisa, Pisa, Italy"
388,"University Duisburg-Essen, Essen, Germany"
389,"University of Cagliari, Cagliari, Italy"
390,"University of Frankfurt am Main, Frankfurt am Main, Germany"
391,"IRCCS Casa Sollievo Della Sofferenza, San Giovanni Rotondo, Italy"
392,"Autonomous University of Madrid, Madrid, Spain"
393,"Hospital Health Research Institute of Peace (IdiPAZ), Madrid, Spain"
394,"University of Parma, Parma, Italy"
395,"Center for Cognitive Disorders AUSL, Parma, Italy"
396,"University Hospital, Saarland, Germany"
397,"Genetica Molecular-Huca-Oviedo, Oviedo, Spain"
398,"University of Cantabria and IFIMAV, Santander, Spain"
399,"Landspitali University Hospital, Reykjavik, Iceland"
400,"Kuopio University Hospital, Kuopio, Finland"
401,"University of Mississippi, Jackson, MS, United States"
402,"University of Southampton, Southampton, United Kingdom"
403,"Pitie-Salpetriere Hospital, Paris, France"
404,"National Institute on Aging, Bethesda, MD, United States"
405,"CHU de Bordeaux, Bordeaux, France"
406,"Center for Medical Systems Biology, Leiden, Netherlands"
407,"AFaR Associazione Fatebenefratelli per la Ricerca, Rome, Italy"
408,"University of Saint Paul, Saint Paul, Brazil"
409,"Albert Einstein Hospital, Saint Paul, Brazil"
410,"Goethe University, Frankfurt, Germany"
411,"Aarhus University, Denmark"
412,"Karolinska University, Huddinge, Sweden"
413,"Paris Dauphine University, Paris, France"
414,"Immuneering Corporation, Cambridge, MA, United States"
415,"University of Colorado, Boulder, CO, United States"
416,"Trinitas Regional Medical Center, Elizabeth, NJ, United States"
417,"University of Colorado, Denver, CO, United States"
418,"Medical University of South Carolina, Columbia, SC, United States"
419,"New York State Institute for Basic Research in Developmental Disabilities, New York, NY, United States"
420,"Janssen RandD LLC, Raritan, NJ, United States"
421,"Kennedy Krieger Institute, Baltimore, MD, United States"
422,"Global Down Syndrome Foundation, Denver, CO, United States"
423,"University of Sydney, Sydney, Australia"
424,"Southern Medical University, Guangzhou, China"
425,"Siemens Medical Solutions, Boston, MA, United States"
426,"GE Healthcare, Rochester, MN, United States"
427,"Philips Healthcare, Cleveland, OH, United States"
428,"Siemens Schweiz AG, Renens, Switzerland"
429,"Shanghai Jiao Tong University, Shanghai, China"
430,"Middle East Technical University, Ankara, Turkey"
431,"Inha University, Incheon, South Korea"
432,"Biomarkable Bvba, Gent, Belgium"
433,"National Institutes of Health, Baltimore, MD, United States"
434,"University of Maryland, Baltimore, MD, United States"
435,"Southwest Foundation for Biomedical Research, San Antonio, TX, United States"
436,"Avid Radiopharmaceuticals Inc, Philadelphia, PA, United States"
437,"Rowan University, Glassboro, NJ, United States"
438,"Bristol-Meyer Squibb, Hopewell, NJ, United States"
439,"Tsinghua University, Beijing, China"
440,"Harbin Engineering University, Harbin, China"
441,"Northeast Dianli University, Changchun, Jilin, China"
442,"Nanjing Medical University, Qingdao, China"
443,"Hospital Clinic of Barcelona, Barcelona, Spain"
444,"Universitat de Barcelona, Barcelona, Spain"
445,"CATI Multicenter Neuroimaging Platform, France"
446,"Inserm, U1157, Lille, France"
447,"Lille University of Science and Technology, Lille, France"
448,"University Hospital of tor Vergata, Rome, Italy"
449,"University of Rome tor Vergata, Rome, Italy"
450,"Harvard Medical School, Boston, MA, United States"
451,"Sorbonne University, Paris, France"
452,"Royal Swedish Academy of Sciences, Switzerland"
453,"Federal Institute of Drugs and Medical Devices, Bonn, Germany"
454,"University of Manchester, Manchester, United Kingdom"
455,"VA Ann Arbor Healthcare System, Ann Arbor, MI, United States"
456,"Wisconsin Alzheimer's Institute, Madison, WI, United States"
457,"Banner Sun Health Research Institute, Phoenix, AZ, United States"
458,"Swedish Medical Center, Seattle, WA, United States"
459,"Fred Hutchinson Cancer Research Center, Seattle, WA, United States"
460,"Mount Sinai Medical Center, Miami Beach, FL, United States"
461,"VA Medical Center, Portland, OR, United States"
462,"Cleveland Clinic, Cleveland, OH, United States"
463,"University of Virginia, Charlottesville, VA, United States"
464,"University of Malaga, Malaga, Spain"
465,"University of Granada, Granada, Spain"
466,"University of Texas at Austin, Austin, TX, United States"
467,"Peking University, Beijing, China"
468,"The Mental Health Research Institute, Parkville, VIC, Australia"
469,"Sir Charles Gairdner Hospital, Perth, WA, Australia"
470,"VA Northern California Health Care System, Sacramento, CA, United States"
471,"CIBER-BBN, Barcelona, Spain"
472,"Eisai Ltd, Hatfield, Hertfordshire, United Kingdom"
473,"Partners Center for Personalized Genetic Medicine, Boston, MA, United States"
474,"Janssen Pharmaceutica, Beerse, Belgium"
475,"Biogen IDEC, Cambridge, MA, United States"
476,"Synarc, Newark, CA, United States"
477,"ADM Diagnostics LLC, Chicago, IL, United States"
478,"Takeda Pharmaceuticals, Deerfield, IL, United States"
479,"CereSpir Inc, New York, NY, United States"
480,"Piramal Imaging, Boston, MA, United States"
481,"Otto-von-Guericke University, Magdeburg, Germany"
482,"German Center for Neurodegenerative Diseases, Magdeburg, Germany"
483,"Braunschweig University of Technology, Braunschweig, Germany"
484,"Louisiana State University, Baton Rouge, LA, United States"
485,"Regenstrief Institute, Indianapolis, IN, United States"
486,"Fordham University, Bronx, NY, United States"
487,"Pennington Biomedical Research Center, Baton Rouge, LA, United States"
488,"Arizona State University, Phoenix, AZ, United States"
489,"Fujian Medical University, Fuzhou, China"
490,"Pharnext, Ile de France, France"
491,"University of Bordeaux, Bordeaux, Aquitaine, France"
492,"Eisai Inc, Philadelphia, PA, United States"
493,"Ocean University of China, Qingdao, China"